SerialNo,QRText,QRValue
0003745,A1568437574,1242511699407474
0003746,A1176462422,5825085653507323
0003747,A1584791768,9990947365743108
0003748,A1735195804,3992697312932646
0003749,A1407619233,9550234977255065
0003750,A1773683902,1438724561811589
0003751,A1836811991,1327346640889260
0003752,A1754605742,4725799932429540
0003753,A1028688007,3505933468731403
0003754,A1376102671,3916064082093587
0003755,A1298676293,4578882458523282
0003756,A1370582221,7664232544606296
0003757,A1971046350,5267220966538836
0003758,A1392443079,8662520922512124
0003759,A1339685356,2447999247307341
0003760,A1426637715,5684353771132553
0003761,A1255619848,4679061153411753
0003762,A1741180593,6366514931274591
0003763,A2009884046,8539836665167116
0003764,A1853956498,2159031533191521
0003765,A1953379400,2636800570748832
0003766,A1939018004,4423731194138147
0003767,A1566211314,1290490528860023
0003768,A1416265873,8452037061715035
0003769,A2087212108,4485296026648256
0003770,A1234305136,4254323832778007
0003771,A1957794394,6878781278215796
0003772,A2116869411,1944976792370028
0003773,A1365688174,6529328582123674
0003774,A1347415866,4985796591243958
0003775,A1885336931,1918364841081894
0003776,A1425172213,5600436670257203
0003777,A1532474380,5299284780242679
0003778,A1550399372,8905289453938632
0003779,A1538967082,8740013162270239
0003780,A2041618312,7285988528812189
0003781,A1058984925,7083058452855127
0003782,A1412955255,9185573452802501
0003783,A1573432312,8717707016918237
0003784,A1871817328,5496768578944025
0003785,A1153182350,2716067163046938
0003786,A1352099810,6320958875336722
0003787,A1263068807,6192543788848592
0003788,A1591477490,7661384289550390
0003789,A1542317703,4195300579734917
0003790,A1309529430,5532631832049635
0003791,A1383766842,4698511592433398
0003792,A1679711747,3262235679027379
0003793,A1489450623,4705007027327913
0003794,A1998048030,8837159068827295
0003795,A1680062132,7338448698025160
0003796,A1016557592,4115471971892222
0003797,A2031354397,2465646534190543
0003798,A1980888361,7106357520934448
0003799,A1382030416,5823528194216740
0003800,A1679625706,8985378059902728
0003801,A1804100231,3069856041850752
0003802,A1954561072,4827901417982570
0003803,A1975496597,5870298794538313
0003804,A1943735925,8922723226159517
0003805,A1612103598,4235374873553845
0003806,A1255267898,9305208413229356
0003807,A2039431864,5123667410798285
0003808,A1099992938,4338546940669852
0003809,A2120187461,5316627175921538
0003810,A1911598624,3334788774387074
0003811,A1953822052,8508409357196289
0003812,A1732160667,2521180867673030
0003813,A1343946028,7847036335105472
0003814,A2020528496,2478802582451731
0003815,A1858750093,1687213435429231
0003816,A1102394121,3892470738709826
0003817,A1476595890,1994229965183195
0003818,A2032574448,7177950648617105
0003819,A1626072726,6522488787313089
0003820,A1015056251,8700950995112741
0003821,A1408772314,1501167735355099
0003822,A1256924646,9920891814143138
0003823,A1751770435,9058362427141940
0003824,A1074979328,9304475224581721
0003825,A1868567139,1148263836448648
0003826,A1233915229,4048878636513335
0003827,A1066816971,8982806524241564
0003828,A1474442570,4411834723405588
0003829,A1117347781,9382325223304587
0003830,A1109383036,1832074159986919
0003831,A1897076464,3579564391460853
0003832,A1382401853,5798156019776348
0003833,A1600473500,5720266817663214
0003834,A1271393815,4906779848341081
0003835,A1147488456,4149978626897546
0003836,A1517661426,2286350170296868
0003837,A1155145618,4075788834736101
0003838,A1647687639,9594027697181442
0003839,A1903594640,9484931770893328
0003840,A1152354104,2094736115385666
0003841,A2030676841,6038404282262882
0003842,A1728716117,3552087467249108
0003843,A1294786849,4813115353501076
0003844,A1212568800,7124992183286117
0003845,A1240335610,8395452750760267
0003846,A1840219179,3564382512618560
0003847,A2102961811,6860240380959750
0003848,A1548340601,9641072577562851
0003849,A1321943352,2956018639855366
0003850,A2074547177,5912155163132241
0003851,A1495751430,4514711946255307
0003852,A1029038328,4044754188683754
0003853,A1714986842,5441286615978912
0003854,A1633008556,2748060774732346
0003855,A1214143289,9549615569507966
0003856,A1528479756,4194963321985748
0003857,A1591861558,1497069569205492
0003858,A1742992713,2544147052344956
0003859,A1311425975,4783083263973316
0003860,A1059924546,4190420015960687
0003861,A1349265241,3884145589009601
0003862,A2024688040,7778928036102801
0003863,A1472136109,2657257153506986
0003864,A1663966072,1982228481230957
0003865,A2104639768,4685960351121795
0003866,A1079398270,3621192710914569
0003867,A1102698322,8380083487610551
0003868,A1227834374,4785823454150856
0003869,A2070050808,8060824929705649
0003870,A2069841718,7785163292616708
0003871,A1315053599,6137816622508665
0003872,A1000232364,3225469488639151
0003873,A1965451243,3642695627706875
0003874,A1425909787,1441917225377061
0003875,A1745593587,9434466295148410
0003876,A1994161148,7163512078581865
0003877,A1015595086,2819851021618904
0003878,A1676489382,9664514558103365
0003879,A1233960890,1952412590983219
0003880,A1444442675,9644208497181029
0003881,A1081562526,5312046048720938
0003882,A1648841800,3736607358444116
0003883,A1748698555,9662142224604909
0003884,A1669144165,3050465899784969
0003885,A1933384797,7464971979381662
0003886,A1793465697,5939085553513571
0003887,A1624772275,1595221418973129
0003888,A1524320770,9268718759653122
0003889,A1905209101,7165169064733020
0003890,A1693657696,8166808822730569
0003891,A2117597205,5086399939984871
0003892,A1261700794,3700801261298711
0003893,A1849853463,1758848366978588
0003894,A1467973080,2925224275013697
0003895,A1688196390,4874051797693850
0003896,A1150880509,7985105231995426
0003897,A1876189222,5611664460133269
0003898,A1477731213,8585629990489869
0003899,A1997136527,6527336760433271
0003900,A2008100281,7989247365714382
0003901,A2067301265,1431699124953333
0003902,A1023897493,6482671079640658
0003903,A1762440400,6268184847641706
0003904,A1230554338,9557736651802371
0003905,A1975807121,2229815186699971
0003906,A1432976586,8714682653946670
0003907,A1662471265,6916386991800637
0003908,A1417398381,8568359735551444
0003909,A1670606015,6018628265007698
0003910,A1503554090,4231794371734644
0003911,A1011034203,8758830737696009
0003912,A1016118403,5299319724935250
0003913,A1638260549,6210261683913806
0003914,A1230174924,5203383427169203
0003915,A1947996415,6063875160539277
0003916,A1106217432,6093466573558148
0003917,A1048320506,5424846878126540
0003918,A1082702988,3710854420728604
0003919,A1814888623,6097350128633393
0003920,A2012359650,4927703914640427
0003921,A1186567584,3030509730363904
0003922,A1840303061,2721751017989059
0003923,A1179853559,8527077569304952
0003924,A1787488978,8389906635044209
0003925,A1765408103,4390607827130034
0003926,A1824039050,5838387435044845
0003927,A1828893321,5426640199251616
0003928,A2038466963,4570510388069474
0003929,A2065988130,9437883760479762
0003930,A1216331332,3735046292019695
0003931,A2100332997,7065847522825576
0003932,A1883222994,1342023231728736
0003933,A2106751787,1844665743421240
0003934,A1542507554,9422453475663889
0003935,A1054227473,4202517570349400
0003936,A1549291892,4645373793202464
0003937,A2065866566,9928230812589626
0003938,A2065738795,2438972095010637
0003939,A1068706360,3318341084599993
0003940,A1411748116,8229895732838671
0003941,A1605734886,9713895657920313
0003942,A1857874801,7546286323240591
0003943,A1155785357,9075948340485845
0003944,A2088851036,7782613549937216
0003945,A2040686133,3246194860041866
0003946,A1300739231,8719635313679927
0003947,A1225927714,5052577257925100
0003948,A1730275137,3336883538068152
0003949,A2012718952,1271330956268754
0003950,A1227137229,7388456780236821
0003951,A1473384720,6451086836147699
0003952,A1134925831,9504092197085576
0003953,A1226227376,3696793866562310
0003954,A1600628767,4086369755694252
0003955,A1672127321,9819726931456172
0003956,A1671308660,1196494291927771
0003957,A1445845479,8180108345987055
0003958,A1904217962,2457435641773185
0003959,A1827636234,9023199773770120
0003960,A1253111439,8785518672749554
0003961,A1726380566,9440369426874916
0003962,A1640665930,5827255523315267
0003963,A1175813835,8104103537421025
0003964,A1675183064,1584415060228414
0003965,A1473242862,7061126219662074
0003966,A1028442907,1456067735171564
0003967,A1084301542,3677765910748366
0003968,A1692837656,8284616692083482
0003969,A1436678292,6620867549936511
0003970,A2075759728,4566899714808924
0003971,A1297267830,9789141549112750
0003972,A2068597415,9013697246460002
0003973,A1367441301,1246759549924714
0003974,A1103795070,4886289230923906
0003975,A1694951109,8201248175956933
0003976,A1965908901,4380245053963093
0003977,A1281912639,7268272285671319
0003978,A1492124579,2324018061077527
0003979,A1790503884,1263085321557527
0003980,A1316086263,2599925892063879
0003981,A1808067618,2941500245372037
0003982,A1288300179,3964083217952734
0003983,A1141722699,5330485980474289
0003984,A1805814940,7341151112093082
0003985,A1959383667,9847107387914765
0003986,A1890249182,9983423510833685
0003987,A1205610584,5849112432406225
0003988,A2096145459,7226340372986274
0003989,A1244000986,8471689984651234
0003990,A1994934914,3181156787506118
0003991,A1317502031,1402790386468335
0003992,A1610216950,4476214929447890
0003993,A1963272594,4189464452371648
0003994,A1739543003,7464297590497589
0003995,A1809470710,5890903799271210
0003996,A1938109155,6335170524769106
0003997,A1805313736,9217672712796617
0003998,A1136727040,1866488267508132
0003999,A1760624254,7740533657151597
0004000,A1795407142,1347449554923932
0004001,A1297089876,3308044131493291
0004002,A2057829101,4829959769383607
0004003,A1199212671,3738601463708923
0004004,A1745442043,9427259067939590
0004005,A1617882156,5812235083848148
0004006,A1406829296,3248461423354366
0004007,A1812355488,4555936731365193
0004008,A1763486263,2487246139634839
0004009,A1952532572,2417863295363019
0004010,A1241739152,8820317967356812
0004011,A1794266404,2316610538420148
0004012,A2114942490,4470270051562534
0004013,A1752294092,8052063220609440
0004014,A1381061507,6795349035965690
0004015,A1651008051,1469588597904135
0004016,A1444420749,6226180560542531
0004017,A1939151412,3774901954920722
0004018,A1430908569,9867069767915127
0004019,A1300369644,6341936918207979
0004020,A2043680380,1825866834120964
0004021,A1816250855,9666454149182834
0004022,A2100973726,9617058281106485
0004023,A1376367524,6101431923419650
0004024,A1411635712,7290433551963981
0004025,A1034997307,4382746077605875
0004026,A2088828144,1882194620176575
0004027,A1404560714,4985247561916826
0004028,A1443954907,4530021960454160
0004029,A1158557884,3849905924495406
0004030,A1771428023,7388897681283329
0004031,A1425264514,7714584772261963
0004032,A1975214164,6586701571288948
0004033,A1978967468,6470807118525302
0004034,A1214166979,1533758311247485
0004035,A1473309997,5137436964844683
0004036,A1037697915,4105230564843237
0004037,A2023928366,3815923654597423
0004038,A2122384416,6012774668406192
0004039,A1793091459,3920009761364321
0004040,A2003776281,8391602067671523
0004041,A1721780983,6901442087125342
0004042,A1409732233,9893105895758487
0004043,A1888688061,2625645077960444
0004044,A1080539677,1861664654113874
0004045,A1021053430,2493305444514891
0004046,A1646024886,9769760693925848
0004047,A2091505280,1947934897446752
0004048,A1633056126,8019576845729740
0004049,A1340240466,4532314927018100
0004050,A1049160373,2428433736666917
0004051,A1126537185,9805418280792049
0004052,A1520878251,6018656946323162
0004053,A1180054752,1498656252443310
0004054,A1753338259,3325472324795855
0004055,A1980241637,8399232329542589
0004056,A1006165161,9638013045194691
0004057,A1304609753,2153479741502490
0004058,A1732330090,9311919574436672
0004059,A1767854875,1695891188818651
0004060,A1527786413,1545041263607908
0004061,A1876427447,7584624611972113
0004062,A1526484977,9639229920562463
0004063,A1807341755,6079749364746484
0004064,A2124428522,4654719792711044
0004065,A1528894833,3652328186224623
0004066,A1926285749,7276937596203444
0004067,A1206383229,3620235748943017
0004068,A1915735407,7996446812749539
0004069,A2085830961,5248615314934986
0004070,A1081029904,8062900753227657
0004071,A1605673879,7272653999536148
0004072,A2005137048,9034580757408475
0004073,A1163500385,4558926487600022
0004074,A1114494981,3716172445582636
0004075,A1898201840,3569957274987598
0004076,A1494583889,2595593366595913
0004077,A1997189405,8757387144189535
0004078,A2053328876,3520845179248053
0004079,A1186974692,9691697795881777
0004080,A2137571600,5612910153906146
0004081,A1071749302,6696644680168485
0004082,A1146862951,5068721873820657
0004083,A2060464798,6264713646177472
0004084,A1367400653,6982715437180110
0004085,A1109692065,1720702499040632
0004086,A1042844246,1137520154264896
0004087,A1353959692,5637297936530219
0004088,A1488816206,2814332893055135
0004089,A1115234419,6488930347518087
0004090,A1258669533,7417051093428828
0004091,A1656956041,2360116889460162
0004092,A1429590799,1335265070195276
0004093,A1706520357,6892937985012352
0004094,A1014878291,5561655063308796
0004095,A1260331418,5939589927746716
0004096,A1089368889,8401178428001427
0004097,A1895131858,2130450995541776
0004098,A1530607676,7146063299756120
0004099,A1221539912,6728840348823117
0004100,A1983181200,1248070485797913
0004101,A1335352992,7288679888476625
0004102,A1545037435,7728944956225986
0004103,A1480922480,7490954413854374
0004104,A1367773049,4794622942445820
0004105,A1755459156,3659499810756429
0004106,A1806061660,2792063068747427
0004107,A1832670486,1202869780877518
0004108,A1248833866,5008067462866000
0004109,A2120543948,1990981652140535
0004110,A2016212053,2631794846064245
0004111,A1272491144,7830080066448674
0004112,A2137467886,7486437082729750
0004113,A1826598395,7766979782106449
0004114,A1784378125,6928947619102239
0004115,A1180372366,5136206473358279
0004116,A1676963792,8236433744865634
0004117,A2134729902,5415450349367772
0004118,A1893452312,2180492910452006
0004119,A1062734154,1678591032806124
0004120,A1326530814,5486159067379632
0004121,A1052088760,5801590558591595
0004122,A1736813631,1747319669645428
0004123,A1841451617,7003810361730627
0004124,A1229836863,9838925150250832
0004125,A1977158545,1378769042739220
0004126,A1787623589,1536960598718609
0004127,A2013708998,4479109537545478
0004128,A1092753665,9070434972163444
0004129,A2105364276,5129646866495870
0004130,A1713947353,9429404268078460
0004131,A1636517175,4922154532808206
0004132,A1187764247,6743527721273570
0004133,A1644001517,5635692543888867
0004134,A1047338179,8709880922326234
0004135,A1932458050,8097301355765250
0004136,A2136224797,9343471018017239
0004137,A1735827528,4314511611416304
0004138,A1307111430,4610290320070494
0004139,A1380380048,9681054967311555
0004140,A1974445038,7109365466176727
0004141,A1040156288,2000047675744060
0004142,A2066549928,6810304959167706
0004143,A1222390306,7191415946352411
0004144,A1273683137,2126463659012679
0004145,A1699069256,8579486957692285
0004146,A1194042595,3413989319731335
0004147,A1209074001,9757953157861757
0004148,A1618093737,9828388261148925
0004149,A1722432195,3583611213118641
0004150,A1162403518,8489266270624727
0004151,A1560507708,7408249085263269
0004152,A1863317478,1056329377098332
0004153,A1466416065,8948283922869964
0004154,A2104102950,8167431431520550
0004155,A1786215357,4624713531880479
0004156,A1540638507,6925777060308033
0004157,A1667812644,2461491072670655
0004158,A1606639161,7002995573514121
0004159,A1106014360,5467092621716593
0004160,A1186085311,3699001042266937
0004161,A1587117211,1470491387021496
0004162,A1838016019,7750363347182144
0004163,A1812793384,8711760285231575
0004164,A1900060068,7863706944657053
0004165,A2107466702,2980065025905217
0004166,A1335845595,8681380162036747
0004167,A1373167379,2425853166578340
0004168,A1545827474,6035950370277751
0004169,A2121398437,9638179414052535
0004170,A1149799504,6939716855892366
0004171,A1706107121,3198703862492828
0004172,A1900175761,5054847876969400
0004173,A1439856665,9593714468743500
0004174,A1952390193,7865421482140167
0004175,A1829713008,8178425545977839
0004176,A1357168339,6071884850229305
0004177,A1607004886,8197376367857123
0004178,A1633409004,8532668622731478
0004179,A1837517665,1323845654345409
0004180,A1213479703,7777361081121838
0004181,A1422396505,6200026027720433
0004182,A1374069590,2521221256650030
0004183,A1920080751,2625834479252170
0004184,A1496424580,9184215190876656
0004185,A2061973765,5457011145604315
0004186,A1949073174,7773414978575246
0004187,A1309819470,6994046945662946
0004188,A1686236394,6414024287423404
0004189,A1994935166,1570189446660351
0004190,A1506949991,1491443047310021
0004191,A1288451788,2775530828163533
0004192,A1989662079,5156872426653954
0004193,A1693841735,4573724766572042
0004194,A2011415146,5584937744460503
0004195,A1777447380,1867308890131610
0004196,A1853988777,6638659740756574
0004197,A1855859127,9125042235504306
0004198,A1838557615,9244383117833141
0004199,A1452094442,7930637997860016
0004200,A1386281602,5130396619510318
0004201,A1127366602,4240287321343914
0004202,A1407256605,2631182374086843
0004203,A1799580931,1567158513001387
0004204,A1241613673,3001843741996902
0004205,A1153038668,4497210324091091
0004206,A1015330920,9284609455467153
0004207,A2112954516,2105477649315295
0004208,A1075272075,7263418623664006
0004209,A1150520729,5685382935311476
0004210,A1131710626,5216276772262343
0004211,A1239619277,3412270694433280
0004212,A1600028446,7933812823446503
0004213,A1294732321,3903498492361263
0004214,A1204567866,1426734260715012
0004215,A1353873600,5817680071231985
0004216,A2064704223,6376695757471727
0004217,A2067695915,4425645086460284
0004218,A1540501302,4300523340249190
0004219,A1767475597,1408590369768686
0004220,A2117902887,3013643369457993
0004221,A1494378887,6238273063508816
0004222,A1391917216,1015642595895729
0004223,A1478929348,6494147865633974
0004224,A1008218386,7808585163811110
0004225,A1677090443,8124702616787433
0004226,A2002139327,7814858724457386
0004227,A1541000553,2829831193086871
0004228,A1864944466,2658834217906317
0004229,A1966462480,7640107291117472
0004230,A1690837310,8686670275252224
0004231,A1556884226,3543668218898550
0004232,A1292012543,7726939951884611
0004233,A2111863148,9701614358020374
0004234,A1833025391,5594378198825478
0004235,A2043416482,9309746066170597
0004236,A1288772857,8928697261758206
0004237,A1299133140,8159473835937314
0004238,A1577710838,5524788611838122
0004239,A1846219745,7093561845794387
0004240,A1581423582,5493698333755351
0004241,A1060921908,8337952978074774
0004242,A2024852702,5696677152649169
0004243,A1572626986,4020261813977627
0004244,A1700001002,9139408681132443
0004245,A1719561647,7709576372354529
0004246,A2074317442,8600199433490881
0004247,A1532122839,6315288487114099
0004248,A1374325316,4072233315271963
0004249,A1501257966,9836651580188795
0004250,A1090019176,5653214816333781
0004251,A1077649239,5160369552079159
0004252,A1309374635,7055799872564250
0004253,A1264567703,1145600346130688
0004254,A1172395756,7773661359084354
0004255,A1609193706,6855893490200650
0004256,A1571253960,8887428678152121
0004257,A1375910445,8210972884933622
0004258,A1156867471,1386678091784098
0004259,A1467169307,7541898952657196
0004260,A1800724443,5106683858600254
0004261,A1796358419,4785213183670468
0004262,A2117443111,5881259849790390
0004263,A1370424089,4217198816537765
0004264,A2144809733,7351068784545990
0004265,A1986328402,3821429085416270
0004266,A1357374155,8157868672163397
0004267,A1192156486,9451003819492229
0004268,A1025967221,7757683574422418
0004269,A1272848121,9378671547736915
0004270,A1641252887,8762377095139007
0004271,A1253811323,5794789160389163
0004272,A1988498948,5106105439884481
0004273,A1834015150,6013673219746336
0004274,A1515223477,2575158656702298
0004275,A1785571846,3969331318599040
0004276,A1004942233,3494331375652488
0004277,A1081188655,1861150793840301
0004278,A1898783128,5773149956556798
0004279,A1498620221,7042369970275295
0004280,A1117910959,7624368765025881
0004281,A1026181438,7875822254548217
0004282,A1145332081,7988322325562796
0004283,A1307995159,9982975787153235
0004284,A1580522043,6261585931441953
0004285,A1668308012,7466105078758452
0004286,A1673062017,4042231747883521
0004287,A1711737932,3101252568843402
0004288,A1791565161,5392723179012263
0004289,A1016558264,4941325410216391
0004290,A1048861960,4842240880637353
0004291,A1760006276,6616583483893044
0004292,A1570177671,4835678446993363
0004293,A1027464143,6021559859810089
0004294,A2058697024,7623080335113554
0004295,A2000851207,6083603855995646
0004296,A1795567610,2807673783070448
0004297,A1864416596,8631809440001382
0004298,A1285491060,5342467155231161
0004299,A2098810943,3996904834830990
0004300,A1835571506,2010005140469968
0004301,A1195663882,3032446161407349
0004302,A1083076313,8592260396450023
0004303,A1478741765,1769660636304266
0004304,A1404999111,6063584880206717
0004305,A1995422068,7278713354781721
0004306,A1430049437,8358517393091192
0004307,A1293457677,3890035631336517
0004308,A1218607648,3603401862104312
0004309,A1518101257,4721740922741163
0004310,A1365433795,5853797518387736
0004311,A1155068053,3661812650115547
0004312,A1246583029,7768983755906341
0004313,A1812242535,8198336974913433
0004314,A1631697685,3484943920380130
0004315,A1596260330,4603325735682246
0004316,A1634872918,4431834280637536
0004317,A1005730289,6245262956383873
0004318,A1404676643,5251933781199693
0004319,A1116449840,9820046294290442
0004320,A2138597498,6587990948705194
0004321,A1939774590,1888702659158630
0004322,A1228432503,2960271534017721
0004323,A1383656955,6873331095097294
0004324,A2133144937,7002364211601803
0004325,A1231763127,7347099314050916
0004326,A1139691953,7037975990000760
0004327,A1336876545,9084130612899066
0004328,A1409315397,3821244196085344
0004329,A1663039789,8042257584098788
0004330,A1751166432,2020666979489374
0004331,A1658093333,7440316626103459
0004332,A1334150293,7583676025962413
0004333,A1653064808,3884965226430542
0004334,A1021222386,2970349375585031
0004335,A1963124353,1157406192428985
0004336,A1570963264,2356203779048343
0004337,A1856134708,9817706237820703
0004338,A1054692663,7288097075038601
0004339,A1456521621,5160523580674583
0004340,A1676674742,6591266749180138
0004341,A1508959136,7117531558526640
0004342,A1198998151,4725947995620475
0004343,A1962590163,9196951897634231
0004344,A1995614226,5973488741530106
0004345,A1810508744,3475754171137813
0004346,A1348248976,5656338336638379
0004347,A1046617913,1722179166860538
0004348,A1064392263,9176707522029606
0004349,A1531267992,5732621611522196
0004350,A1523569471,9040211134231525
0004351,A1449913411,9814821372936983
0004352,A1857430427,6174559158528176
0004353,A1217491396,6993232064314580
0004354,A2106792738,6928372631592517
0004355,A1910516941,8906027348442174
0004356,A2100189424,4071946248123428
0004357,A1049734342,1849209395041850
0004358,A1561453603,5941692558690876
0004359,A1922061752,4486848679408239
0004360,A1465330548,7393924889933262
0004361,A2072237779,4443348511567407
0004362,A1808372993,5280067361586673
0004363,A1747051670,9631981473011949
0004364,A1160770583,2025564286631062
0004365,A1794617111,1684784847938063
0004366,A1449660860,3363633412706802
0004367,A1810728206,5537807426606754
0004368,A1680824585,4716406881910017
0004369,A1372163046,9125162448731287
0004370,A1181635278,9493080326877104
0004371,A1881266639,8056135795993071
0004372,A1820850108,1271023134850240
0004373,A1255316519,1801140446259599
0004374,A1979893663,3769747344399646
0004375,A1830159530,9129115098236449
0004376,A1107236015,8171240452569077
0004377,A1137096411,4705157721232152
0004378,A1850431205,7290960028561173
0004379,A1807401476,4069951197269416
0004380,A1250628135,4421303261549048
0004381,A1163903841,5434701511389011
0004382,A1588210885,4348969939694284
0004383,A2028119737,9794247914137616
0004384,A1166867368,2524291025624930
0004385,A1719691573,8673193127680601
0004386,A1920627500,8828728755872917
0004387,A1939324607,3077888619539219
0004388,A2098552523,1349329457879225
0004389,A1071972120,1241849917651756
0004390,A1859744453,1105480972010719
0004391,A1351650492,1036772173798371
0004392,A1952545955,7400011383350456
0004393,A1420879608,2897663457801450
0004394,A1746401981,2777279683769923
0004395,A1489994144,9766498831808667
0004396,A2091476529,2025423486177668
0004397,A1011227129,9111940052412222
0004398,A1527797839,4598382023434145
0004399,A1535617690,2669317650853721
0004400,A1554741857,5048989141071199
0004401,A1281038226,2320609296887670
0004402,A1409612097,8550699824875188
0004403,A1533281021,8173665022731817
0004404,A1437703099,4919647169310652
0004405,A2122895202,2513140113006090
0004406,A1328553826,5773074815828304
0004407,A1332394881,2003773092164264
0004408,A1273790704,7655132619935408
0004409,A1249877272,8618432464383900
0004410,A1642134730,4270072157306936
0004411,A1414327482,8950084978486742
0004412,A1213307657,4649963714566703
0004413,A1980234765,1630456422157990
0004414,A1088400591,5378066338517583
0004415,A1808923080,6655042651922928
0004416,A1932031729,5332503130852418
0004417,A1132955810,2624053468962426
0004418,A1446567702,2743922640452161
0004419,A1496056354,1056844146654765
0004420,A1981127361,2252839999322673
0004421,A1643754749,9146233149035928
0004422,A1706657156,1183340759695620
0004423,A2030490175,8134121578631763
0004424,A2127586112,4888704051426184
0004425,A2066781303,2913707966257065
0004426,A1683985435,5802823420000899
0004427,A1739648571,4649692642859292
0004428,A1427520306,4993617026460187
0004429,A1998878271,9747131872061622
0004430,A1484934001,7782331445931196
0004431,A1738366682,9992999093776163
0004432,A1163647944,5644218962318330
0004433,A2013376659,1802097164717019
0004434,A2048383237,9227765771983814
0004435,A1538305677,2198866877353492
0004436,A1223583901,5135510298302146
0004437,A1818475795,8526025352540205
0004438,A1339831956,2893978276031472
0004439,A1719897854,2695980551526161
0004440,A1287836600,7708036914362088
0004441,A1989819366,5278932813517900
0004442,A1416926285,4052744848957049
0004443,A1607529110,8083499772694888
0004444,A1050218159,7416502550007263
0004445,A1577361237,7578517054219267
0004446,A1776151276,9131082637947501
0004447,A1498603243,7080826756116216
0004448,A1812921734,7383948592563060
0004449,A2063219982,4125807080990207
0004450,A1226241586,5637193339482384
0004451,A1137598200,6690591340940600
0004452,A1642016220,1459331049488329
0004453,A1745429790,1952008781461218
0004454,A1362049500,6988622070520103
0004455,A1326487885,7025635821095227
0004456,A1032294550,8136998653154611
0004457,A1278101644,9558790335648978
0004458,A1173125440,8346904616272102
0004459,A1615126103,2387452178949842
0004460,A1139672210,4930957599269377
0004461,A1739066688,3990532934463063
0004462,A1423453403,9314656417259112
0004463,A1115598308,9492894771191860
0004464,A1060318610,1240956281790738
0004465,A1592691661,2071024910922047
0004466,A1963836695,4815221713583126
0004467,A1911201888,9085804759888083
0004468,A1354898805,9593248560784029
0004469,A1048875228,9721350983436865
0004470,A1314518876,1210905890718787
0004471,A1771854706,5751107470210511
0004472,A1920432856,7042960239980890
0004473,A1459720710,9239475277109793
0004474,A1048909778,9346627786441037
0004475,A1917511993,2708126593178340
0004476,A1559184579,6709237572758796
0004477,A1068212229,7264975975722302
0004478,A1833413750,3948700558451526
0004479,A1502104345,4013124343972843
0004480,A1811896109,3937909895933054
0004481,A1303729308,8439816392819888
0004482,A1898518869,4419245154898486
0004483,A1147645793,7429444150280646
0004484,A1776988665,4953907155757464
0004485,A1337530186,7763171697391769
0004486,A1808938303,5587284678851220
0004487,A1734462068,5997516640121133
0004488,A1136143440,2931844339459298
0004489,A1191202457,9517176928024069
0004490,A1149924923,4281054640298358
0004491,A2096586979,7237800563015653
0004492,A1907490479,8001386819068114
0004493,A2066154448,1148967782888812
0004494,A1488061185,4227801192797933
0004495,A1286592331,4440889833110687
0004496,A1254548062,4889338261855287
0004497,A1651002623,7593424784258396
0004498,A1702790673,1607334479403931
0004499,A1711591864,2314417665079720
0004500,A1680337840,6547658649020680
0004501,A1342643942,9982124141483894
0004502,A1127272355,7493310777161064
0004503,A2054943058,5529659497617846
0004504,A1998612379,7982589654383168
0004505,A2096005071,2932583427697154
0004506,A1475864006,8819991784909543
0004507,A1080943637,9503164556278387
0004508,A1716141751,6069922766876297
0004509,A1587001149,4088642466304661
0004510,A1938536076,2536481566869692
0004511,A1560844023,4026055746013089
0004512,A1431812535,2140543642456769
0004513,A1654244679,2249586269475790
0004514,A1585849333,3722302693596787
0004515,A1691517513,7273610096108350
0004516,A1380903736,6915921486747508
0004517,A1659252015,2848872234944257
0004518,A1894656998,5701197970444940
0004519,A2054949204,7070563649122013
0004520,A1823735120,6394232544046683
0004521,A1138417177,1913008939931778
0004522,A1392033389,4433526249565339
0004523,A1106716976,6209427417920398
0004524,A1959301241,8600915875704055
0004525,A1196777557,6039898867808618
0004526,A1671680827,1193134087963126
0004527,A1774780282,2616473371727208
0004528,A1886841047,3190494496876092
0004529,A1407043491,7381821683248576
0004530,A1835981988,5112583850699799
0004531,A2062502991,8670644158553536
0004532,A1324216497,4509321728092937
0004533,A1684219118,3348928538400838
0004534,A1593414938,3150515017064940
0004535,A1877533166,7646639142479563
0004536,A1627803624,6473642196612990
0004537,A1033612625,4006069268774295
0004538,A1652266514,1383964947777592
0004539,A1794561971,4129925187225144
0004540,A1421453983,9882271970517044
0004541,A1718028489,4280192820968435
0004542,A1729552234,9190562899302715
0004543,A1218666010,9000464525305770
0004544,A1506367721,9901658978442053
0004545,A1631910169,2422493594659581
0004546,A1696933990,1073004055438551
0004547,A1693545870,8268523219081794
0004548,A1977089800,7293182621065145
0004549,A1917037098,4217586882866792
0004550,A1137391330,6310963213793966
0004551,A1393558749,3060932334666565
0004552,A1738007849,9022624788703220
0004553,A2097714801,2160651284560761
0004554,A1422998764,4208968174731775
0004555,A1909154104,6292063941044102
0004556,A2024221488,1159659889614713
0004557,A1549746787,1765720540569211
0004558,A1405273279,7865915426137487
0004559,A1655790100,7968117569870101
0004560,A2146250604,8529509459729760
0004561,A1209555045,1637457536895013
0004562,A1146773415,1884788878407265
0004563,A1558129533,9167849333998686
0004564,A1075942527,6856576289123526
0004565,A1776180764,3121968350595550
0004566,A1437956496,1532836520011186
